Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,RecordID,IncomePerWorkingYear,ExperienceLevel,PromotionRate,TenureGroup,HighIncomeIndicator
38,No,Travel_Frequently,148,Research and Development,2,3,Medical,1675,4,Female,42,2,1,Laboratory Technician,2,Single,2440.0,23826,1,No,22,4,2,0,4.0,3,3,4.0,3,3,3,101194,488.0,Mid,0.6,3–5 Years,0
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1676,2,Female,47,4,4,Manager,2,Divorced,15972.0,21086,6,No,14,3,3,3,29.0,2,3,3.0,2,1,2,101195,532.4,Senior,0.25,1–3 Years,1
49,No,Travel_Rarely,809,Research and Development,1,3,Life Sciences,1677,3,Male,36,3,4,Manager,3,Single,15379.0,22384,4,No,14,3,1,0,23.0,2,3,8.0,7,0,0,101196,640.7916666666666,Senior,0.0,5+ Years,1
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1678,4,Male,80,3,3,Sales Executive,3,Single,7082.0,11591,3,Yes,16,3,4,0,21.0,2,3,2.0,0,0,2,101197,321.90909090909093,Senior,0.0,1–3 Years,1
20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,1680,4,Male,54,3,1,Sales Representative,1,Single,2728.0,21082,1,No,11,3,1,0,2.0,3,3,2.0,2,0,2,101198,909.3333333333334,Junior,0.0,1–3 Years,0
33,No,Non-Travel,530,Sales,16,3,Life Sciences,1681,3,Female,36,3,2,Sales Executive,4,Divorced,5368.0,16130,1,Yes,25,4,3,1,7.0,2,3,6.0,5,1,2,101199,671.0,Mid,0.14285714285714285,5+ Years,1
36,No,Travel_Rarely,1351,Research and Development,26,4,Life Sciences,1682,1,Male,80,3,2,Healthcare Representative,3,Married,5347.0,7419,6,No,14,3,2,2,10.0,2,2,3.0,2,0,2,101200,486.09090909090907,Mid,0.0,1–3 Years,1
44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1683,3,Female,44,3,1,Human Resources,4,Divorced,3195.0,4167,4,Yes,18,3,1,3,8.0,2,3,2.0,2,2,2,101201,355.0,Mid,0.6666666666666666,1–3 Years,0
23,Yes,Travel_Rarely,1320,Research and Development,8,1,Medical,1684,4,Male,93,2,1,Laboratory Technician,3,Single,3989.0,20586,1,Yes,11,3,1,0,5.0,2,3,5.0,4,1,2,101202,664.8333333333334,Mid,0.16666666666666666,3–5 Years,0
38,No,Travel_Rarely,1495,Research and Development,4,2,Medical,1687,4,Female,87,3,1,,3,Married,3306.0,26176,7,No,19,3,4,1,7.0,5,2,0.0,0,0,0,101203,413.25,Mid,0.0,0–1 Years,0
53,No,Travel_Rarely,1395,Research and Development,24,4,Medical,1689,2,Male,48,4,3,Healthcare Representative,4,Married,7005.0,3458,3,No,15,3,3,0,11.0,2,3,4.0,3,1,2,101204,583.75,Senior,0.2,3–5 Years,1
48,Yes,Travel_Frequently,708,Sales,7,2,Medical,1691,4,Female,95,3,1,Sales Representative,3,Married,2655.0,11740,2,Yes,11,3,3,2,19.0,3,3,9.0,7,7,7,101205,132.75,Senior,0.7,5+ Years,0
32,Yes,Travel_Rarely,1259,Research and Development,2,4,Life Sciences,1692,4,Male,95,3,1,Laboratory Technician,2,Single,1393.0,24852,1,No,12,3,1,0,1.0,2,3,1.0,0,0,0,101206,696.5,Junior,0.0,0–1 Years,0
26,No,Non-Travel,786,Research and Development,7,3,Medical,1693,4,Male,76,3,1,Laboratory Technician,4,Single,2570.0,11925,1,No,20,4,3,0,10.0,5,3,7.0,7,5,7,101207,233.63636363636363,Mid,0.625,5+ Years,0
55,No,Travel_Rarely,1441,Research and Development,22,3,Technical Degree,1694,1,Male,94,2,1,Research Scientist,2,Divorced,3537.0,23737,5,No,12,3,4,1,8.0,1,3,4.0,2,1,2,101208,393.0,Mid,0.2,3–5 Years,0
34,No,Travel_Rarely,1157,Research and Development,5,2,Medical,1696,2,Male,57,2,2,Laboratory Technician,4,Married,3986.0,11912,1,No,14,3,3,1,10.0,3,4,15.0,10,4,13,101209,362.3636363636364,Mid,0.25,5+ Years,0
60,No,Travel_Rarely,370,Research and Development,1,4,Medical,1697,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883.0,20467,3,No,20,4,3,1,19.0,2,4,1.0,0,0,0,101210,544.15,Senior,0.0,0–1 Years,1
33,No,Travel_Rarely,267,Research and Development,21,3,Medical,1698,2,Male,79,4,1,Laboratory Technician,2,Married,2028.0,13637,1,No,18,3,4,3,14.0,6,3,14.0,11,2,13,100435,135.2,Senior,0.13333333333333333,5+ Years,0
37,No,Travel_Frequently,1278,Sales,1,4,Medical,1700,3,Male,31,1,2,Sales Executive,4,Divorced,9525.0,7677,1,No,14,3,3,2,6.0,2,2,6.0,3,1,3,101212,1360.7142857142858,Mid,0.14285714285714285,5+ Years,1
34,No,Travel_Rarely,678,Research and Development,19,3,Life Sciences,1701,2,Female,35,2,1,Research Scientist,4,Married,2929.0,20338,1,No,12,3,2,0,10.0,3,3,10.0,9,8,7,101213,266.27272727272725,Mid,0.7272727272727273,5+ Years,0
23,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,1702,3,Male,99,3,1,Sales Representative,4,Divorced,2275.0,25103,1,Yes,21,4,2,1,3.0,2,3,3.0,2,0,2,101214,568.75,Junior,0.0,1–3 Years,0
44,No,Travel_Rarely,921,Research and Development,2,3,Life Sciences,1703,3,Female,96,4,3,Healthcare Representative,4,Married,7879.0,14810,1,Yes,19,3,2,1,9.0,2,3,8.0,7,6,7,101215,787.9,Mid,0.6666666666666666,5+ Years,1
35,No,Travel_Frequently,146,Research and Development,2,4,Medical,1704,1,Male,79,2,1,Research Scientist,4,Single,4930.0,13970,0,Yes,14,3,3,0,6.0,2,4,5.0,4,1,4,101216,704.2857142857143,Mid,0.16666666666666666,3–5 Years,0
43,No,Travel_Rarely,1179,Sales,2,3,Medical,1706,4,Male,73,3,2,Sales Executive,4,Married,7847.0,6069,1,Yes,17,3,1,1,10.0,3,3,10.0,9,8,8,101217,713.3636363636364,Mid,0.7272727272727273,5+ Years,1
24,No,Travel_Rarely,581,Research and Development,9,3,Medical,1707,3,Male,62,4,1,Research Scientist,3,Married,4401.0,17616,1,No,16,3,4,1,5.0,1,3,5.0,3,0,4,101218,733.5,Mid,0.0,3–5 Years,0
41,No,Travel_Rarely,918,Sales,6,3,Marketing,1708,4,Male,35,3,3,Sales Executive,3,Single,9241.0,15869,1,No,12,3,2,0,10.0,3,3,10.0,8,8,7,101219,840.0909090909091,Mid,0.7272727272727273,5+ Years,1
29,No,Travel_Rarely,1082,Research and Development,9,4,Medical,1709,4,Female,43,3,1,Laboratory Technician,3,Married,2974.0,25412,9,No,17,3,3,1,9.0,2,3,5.0,3,1,2,101220,297.4,Mid,0.16666666666666666,3–5 Years,0
36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1710,3,Female,51,3,2,Sales Representative,4,Single,4502.0,7439,3,No,15,3,3,0,10.0,2,2,13.0,7,6,7,101221,409.27272727272725,Mid,0.42857142857142855,5+ Years,0
45,No,Non-Travel,1238,Research and Development,1,1,Life Sciences,1712,3,Male,74,2,3,Healthcare Representative,3,Married,10748.0,3395,3,No,23,4,4,1,25.0,3,2,23.0,15,14,4,101222,413.38461538461536,Senior,0.5833333333333334,5+ Years,1
24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,1714,4,Male,58,1,1,Human Resources,3,Married,4945.5,11585,1,No,11,3,3,1,1.0,2,3,1.0,0,0,0,101223,2472.75,Junior,0.0,0–1 Years,0
47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,1716,3,Male,82,1,4,Sales Executive,3,Married,12936.0,24164,7,No,11,3,3,0,25.0,3,1,23.0,5,14,10,101224,497.53846153846155,Senior,0.5833333333333334,5+ Years,1
26,No,Travel_Rarely,390,Research and Development,17,4,Medical,1718,4,Male,62,1,1,Laboratory Technician,3,Married,2305.0,6217,1,No,15,3,3,3,3.0,3,4,3.0,2,0,2,101225,576.25,Junior,0.0,1–3 Years,0
45,No,Travel_Rarely,1005,Research and Development,28,2,Technical Degree,1719,4,Female,48,2,4,Research Director,2,Single,16704.0,17119,1,No,11,3,3,0,21.0,2,3,21.0,6,8,6,101226,759.2727272727273,Senior,0.36363636363636365,5+ Years,1
32,No,Travel_Frequently,585,Research and Development,10,3,Life Sciences,1720,1,Male,56,3,1,Research Scientist,3,Married,3433.0,17360,6,No,13,3,1,1,10.0,3,2,5.0,2,1,3,101227,312.09090909090907,Mid,0.16666666666666666,3–5 Years,0
31,No,Travel_Rarely,741,Research and Development,2,4,Life Sciences,1721,2,Male,69,3,1,Laboratory Technician,3,Married,3477.0,18103,1,No,14,3,4,1,6.0,2,4,5.0,2,0,3,101228,496.7142857142857,Mid,0.0,3–5 Years,0
41,No,Non-Travel,552,Human Resources,4,3,Human Resources,1722,3,Male,60,1,2,Human Resources,2,Married,6430.0,20794,6,No,19,3,2,1,10.0,4,3,3.0,2,1,2,101229,584.5454545454545,Mid,0.25,1–3 Years,1
40,No,Travel_Rarely,369,Research and Development,8,2,Life Sciences,1724,2,Female,92,3,2,Manufacturing Director,1,Married,6516.0,5041,2,Yes,16,3,2,1,18.0,3,3,1.0,0,0,0,101230,342.94736842105266,Senior,0.0,0–1 Years,1
24,No,Travel_Rarely,506,Research and Development,29,1,Medical,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907.0,3622,1,No,13,3,2,3,6.0,2,4,6.0,2,1,2,101231,558.1428571428571,Mid,0.14285714285714285,5+ Years,0
46,No,Travel_Rarely,717,Research and Development,13,4,Life Sciences,1727,3,Male,34,3,2,Healthcare Representative,2,Single,5562.0,9697,6,No,14,3,4,0,19.0,3,3,10.0,7,0,9,101232,278.1,Senior,0.0,5+ Years,1
35,No,Travel_Rarely,1370,Research and Development,27,4,Life Sciences,1728,4,Male,49,3,2,Manufacturing Director,3,Married,6883.0,5151,2,No,16,3,2,1,17.0,3,3,7.0,7,0,7,101233,382.3888888888889,Senior,0.0,5+ Years,1
30,No,Travel_Rarely,793,Research and Development,16,1,Life Sciences,1729,2,Male,33,3,1,Research Scientist,4,Married,2862.0,3811,1,No,12,3,2,1,10.0,2,2,10.0,0,0,8,101234,260.1818181818182,Mid,0.0,5+ Years,0
47,No,Non-Travel,543,Sales,2,4,Marketing,1731,3,Male,87,3,2,Sales Executive,2,Married,4978.0,3536,7,No,11,3,4,1,4.0,3,1,1.0,0,0,0,101235,995.6,Mid,0.0,0–1 Years,1
46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1732,3,Male,74,3,3,Sales Executive,4,Divorced,10368.0,5596,4,Yes,12,3,2,1,13.0,5,2,10.0,6,0,3,101236,740.5714285714286,Senior,0.0,5+ Years,1
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1733,2,Male,96,2,2,Sales Executive,1,Divorced,6134.0,8658,5,Yes,13,3,2,3,16.0,3,3,2.0,2,2,2,101237,360.8235294117647,Senior,0.6666666666666666,1–3 Years,1
32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1734,1,Male,34,1,2,Sales Executive,2,Single,16790.5,12147,6,No,15,3,2,0,10.0,2,3,0.0,0,0,0,101238,1526.409090909091,Mid,0.0,0–1 Years,1
23,No,Travel_Rarely,160,Research and Development,4,1,Medical,1735,3,Female,51,3,1,Laboratory Technician,2,Single,3295.0,12862,1,No,13,3,3,0,3.0,3,1,3.0,2,1,2,101239,823.75,Junior,0.25,1–3 Years,0
31,No,Travel_Frequently,163,Research and Development,24,1,Technical Degree,1736,4,Female,30,3,2,Manufacturing Director,4,Single,5238.0,6670,2,No,20,4,4,0,9.0,3,2,5.0,4,1,4,101240,523.8,Mid,0.16666666666666666,3–5 Years,1
39,No,Non-Travel,792,Research and Development,1,3,Life Sciences,1737,4,Male,77,3,2,Laboratory Technician,4,Married,6472.0,8989,1,Yes,15,3,4,1,9.0,2,3,5.0,8,5,8,101241,647.2,Mid,0.8333333333333334,3–5 Years,1
32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,1739,4,Male,80,1,3,Sales Executive,3,Married,9610.0,3840,3,No,13,3,3,1,10.0,2,1,4.0,3,0,2,101242,873.6363636363636,Mid,0.0,3–5 Years,1
40,No,Travel_Rarely,611,Sales,7,4,Medical,1740,2,Male,88,3,5,Manager,2,Single,16790.5,4349,1,No,14,3,2,0,21.0,3,2,21.0,8,12,8,101243,763.2045454545455,Senior,0.5454545454545454,5+ Years,1
45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1744,3,Female,56,1,3,Human Resources,3,Married,4945.5,6595,4,No,21,4,3,2,9.0,2,4,5.0,0,0,3,101244,494.55,Mid,0.0,3–5 Years,0
30,No,Travel_Frequently,1312,Research and Development,2,4,Technical Degree,1745,4,Female,78,2,1,Research Scientist,1,Single,4968.0,26427,0,No,16,3,4,0,10.0,2,3,9.0,7,0,7,101245,451.6363636363636,Mid,0.0,5+ Years,1
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1746,1,Male,59,3,1,Human Resources,4,Married,4945.5,2097,0,No,14,3,4,1,3.0,2,3,2.0,2,2,1,101246,1236.375,Junior,0.6666666666666666,1–3 Years,0
30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,1747,3,Female,66,2,1,Human Resources,4,Divorced,2180.0,9732,6,No,11,3,3,1,6.0,0,2,4.0,2,1,2,101247,311.42857142857144,Mid,0.2,3–5 Years,0
31,No,Travel_Rarely,1003,Sales,5,3,Life Sciences,1749,1,Male,51,3,2,Sales Executive,3,Married,8346.0,20943,1,No,19,3,3,1,10.0,3,3,5.0,2,0,2,101248,758.7272727272727,Mid,0.0,3–5 Years,1
27,No,Travel_Rarely,1054,Research and Development,8,3,Medical,1751,3,Female,67,3,1,Research Scientist,4,Single,3445.0,6152,1,No,11,3,3,0,6.0,5,2,6.0,2,1,4,101249,492.14285714285717,Mid,0.14285714285714285,5+ Years,0
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1752,2,Female,52,1,1,Sales Representative,2,Single,2760.0,14630,1,No,13,3,3,0,2.0,3,3,2.0,2,2,2,101250,920.0,Junior,0.6666666666666666,1–3 Years,0
29,No,Travel_Frequently,461,Research and Development,1,3,Life Sciences,1753,4,Male,70,4,2,Healthcare Representative,3,Single,6294.0,23060,8,Yes,12,3,4,0,10.0,5,4,5.0,2,0,2,101251,572.1818181818181,Mid,0.0,3–5 Years,1
30,No,Travel_Rarely,979,Sales,15,2,Marketing,1754,3,Male,94,2,3,Sales Executive,1,Divorced,7140.0,3088,2,No,11,3,1,1,12.0,2,3,7.0,7,1,7,101252,549.2307692307693,Senior,0.125,5+ Years,1
34,No,Travel_Rarely,181,Research and Development,2,4,Medical,1755,4,Male,97,4,1,Research Scientist,4,Married,2932.0,5586,0,Yes,14,3,1,3,6.0,3,3,5.0,0,1,2,101253,418.85714285714283,Mid,0.16666666666666666,3–5 Years,0
33,No,Non-Travel,1283,Sales,2,3,Marketing,1756,4,Female,62,3,2,Sales Executive,2,Single,5147.0,10697,8,No,15,3,4,0,10.0,2,2,11.0,7,1,7,101254,467.90909090909093,Mid,0.08333333333333333,5+ Years,1
49,No,Travel_Rarely,1313,Sales,11,4,Marketing,1757,4,Female,80,3,2,Sales Executive,4,Single,4507.0,8191,3,No,12,3,3,0,8.0,1,4,5.0,1,0,4,101255,500.77777777777777,Mid,0.0,3–5 Years,0
33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1758,1,Female,74,3,3,Sales Executive,1,Single,8564.0,10092,2,Yes,20,4,3,0,11.0,2,2,0.0,0,0,0,101256,713.6666666666666,Senior,0.0,0–1 Years,1
38,No,Travel_Frequently,594,Research and Development,2,2,Medical,1760,3,Female,75,2,1,Laboratory Technician,2,Married,2468.0,15963,4,No,14,3,2,1,9.0,4,2,6.0,1,0,5,101257,246.8,Mid,0.0,5+ Years,0
31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1761,1,Male,70,3,3,Sales Executive,3,Married,8161.0,19002,2,No,13,3,1,3,10.0,2,3,1.0,0,0,0,101258,741.9090909090909,Mid,0.0,0–1 Years,1
29,No,Travel_Rarely,590,Research and Development,4,3,Technical Degree,1762,4,Female,91,2,1,Research Scientist,1,Divorced,2109.0,10007,1,No,13,3,3,1,1.0,2,3,1.0,0,0,0,101259,1054.5,Junior,0.0,0–1 Years,0
30,No,Travel_Rarely,305,Research and Development,16,3,Life Sciences,1763,3,Male,58,4,2,Healthcare Representative,3,Married,5294.0,9128,3,No,16,3,3,1,10.0,3,3,7.0,0,1,7,101260,481.27272727272725,Mid,0.125,5+ Years,1
32,No,Non-Travel,953,Research and Development,5,4,Technical Degree,1764,2,Male,65,3,1,Research Scientist,2,Single,2718.0,17674,2,No,14,3,2,0,12.0,3,3,7.0,7,0,7,101261,209.07692307692307,Senior,0.0,5+ Years,0
38,No,Travel_Rarely,833,Research and Development,18,3,Medical,1766,2,Male,60,1,2,Healthcare Representative,4,Married,5811.0,24539,3,Yes,16,3,3,1,15.0,2,3,1.0,0,1,0,101262,363.1875,Senior,0.5,0–1 Years,1
43,Yes,Travel_Frequently,807,Research and Development,17,3,Technical Degree,1767,3,Male,38,2,1,Research Scientist,3,Married,4945.5,15587,9,Yes,16,3,4,1,6.0,4,3,1.0,0,0,0,101263,706.5,Mid,0.0,0–1 Years,0
42,No,Travel_Rarely,855,Research and Development,12,3,Medical,1768,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766.0,8952,8,No,22,4,2,3,7.0,6,2,5.0,3,0,4,101264,345.75,Mid,0.0,3–5 Years,0
55,No,Travel_Rarely,478,Research and Development,2,3,Medical,1770,3,Male,60,2,5,Research Director,1,Married,16790.5,19805,8,No,12,3,2,3,34.0,2,3,1.0,0,0,0,101265,479.72857142857146,Senior,0.0,0–1 Years,1
36,No,Non-Travel,775,Research and Development,4,3,Technical Degree,1771,4,Male,90,3,2,Research Scientist,2,Divorced,3055.0,6194,5,No,15,3,4,2,11.0,2,2,9.0,8,1,7,101266,254.58333333333334,Senior,0.1,5+ Years,0
41,No,Travel_Rarely,548,Research and Development,9,4,Life Sciences,1772,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289.0,20520,1,No,20,4,2,2,5.0,2,3,5.0,3,0,4,101267,381.5,Mid,0.0,3–5 Years,0
34,No,Non-Travel,1375,Sales,10,3,Life Sciences,1774,4,Male,87,3,2,Sales Executive,3,Divorced,4945.5,12313,1,Yes,14,3,3,1,15.0,3,3,15.0,14,0,7,101268,309.09375,Senior,0.0,5+ Years,0
53,No,Non-Travel,661,Research and Development,1,4,Medical,1775,1,Female,60,2,4,Manufacturing Director,3,Married,12965.0,22308,4,Yes,20,4,4,3,27.0,2,2,3.0,2,0,2,101269,463.0357142857143,Senior,0.0,1–3 Years,1
43,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1778,2,Male,97,3,1,Human Resources,4,Single,3539.0,5033,0,No,13,3,2,0,10.0,5,3,9.0,7,1,8,101270,321.72727272727275,Mid,0.1,5+ Years,0
34,No,Travel_Rarely,511,Sales,3,2,Life Sciences,1779,4,Female,32,1,2,Sales Executive,4,Single,6029.0,25353,5,No,12,3,1,0,6.0,3,3,2.0,2,2,2,101271,861.2857142857143,Mid,0.6666666666666666,1–3 Years,1
21,Yes,Travel_Rarely,337,Sales,7,1,Marketing,1780,2,Male,31,3,1,Sales Representative,2,Single,2679.0,4567,1,No,13,3,2,0,10.0,3,3,1.0,0,1,0,101272,243.54545454545453,Mid,0.5,0–1 Years,0
38,No,Travel_Rarely,1153,Research and Development,6,2,Other,1782,4,Female,40,2,1,Laboratory Technician,3,Married,3702.0,16376,1,No,11,3,2,1,5.0,3,3,5.0,4,0,4,101273,617.0,Mid,0.0,3–5 Years,0
22,Yes,Travel_Rarely,1294,Research and Development,8,1,Medical,1783,3,Female,79,3,1,Laboratory Technician,1,Married,2398.0,15999,1,Yes,17,3,3,0,1.0,6,3,1.0,0,0,0,101274,1199.0,Junior,0.0,0–1 Years,0
31,No,Travel_Rarely,196,Sales,29,4,Marketing,1784,1,Female,91,2,2,Sales Executive,4,Married,5468.0,13402,1,No,14,3,1,2,13.0,3,3,12.0,7,5,7,101275,390.57142857142856,Senior,0.38461538461538464,5+ Years,1
51,No,Travel_Rarely,942,Research and Development,3,3,Technical Degree,1786,1,Female,53,3,3,Manager,3,Married,13116.0,22984,2,No,11,3,4,0,15.0,2,3,2.0,2,2,2,101276,819.75,Senior,0.6666666666666666,1–3 Years,1
37,No,Travel_Rarely,589,Sales,9,2,Marketing,1787,2,Male,46,2,2,Sales Executive,2,Married,4189.0,8800,1,No,14,3,1,2,5.0,2,3,5.0,2,0,3,101277,698.1666666666666,Mid,0.0,3–5 Years,0
46,No,Travel_Rarely,734,Research and Development,2,4,Medical,1789,3,Male,46,3,5,Research Director,4,Divorced,16790.5,14218,7,Yes,17,3,3,1,24.0,3,3,2.0,1,2,2,101278,671.62,Senior,0.6666666666666666,1–3 Years,1
36,No,Travel_Rarely,1383,Research and Development,10,3,Life Sciences,1790,4,Male,90,3,3,Healthcare Representative,1,Married,8321.0,25949,7,Yes,13,3,4,1,15.0,1,3,12.0,8,5,7,101279,520.0625,Senior,0.38461538461538464,5+ Years,1
44,Yes,Travel_Frequently,429,Research and Development,1,2,Medical,1792,3,Male,99,3,1,Research Scientist,2,Divorced,2342.0,11092,1,Yes,12,3,3,3,6.0,2,2,5.0,3,2,3,101280,334.57142857142856,Mid,0.3333333333333333,3–5 Years,0
37,No,Travel_Rarely,1239,Human Resources,8,2,Other,1794,3,Male,89,3,2,Human Resources,2,Divorced,4071.0,12832,2,No,13,3,3,0,19.0,4,2,10.0,0,4,7,101281,203.55,Senior,0.36363636363636365,5+ Years,0
35,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,1797,3,Male,84,3,2,Sales Executive,4,Single,5813.0,13492,1,Yes,18,3,4,0,10.0,2,3,10.0,7,7,7,101282,528.4545454545455,Mid,0.6363636363636364,5+ Years,1
33,No,Travel_Rarely,867,Research and Development,8,4,Life Sciences,1798,4,Male,90,4,1,Research Scientist,1,Married,3143.0,6076,6,No,19,3,2,1,14.0,1,3,10.0,8,7,6,101283,209.53333333333333,Senior,0.6363636363636364,5+ Years,0
28,No,Travel_Rarely,1181,Research and Development,1,3,Life Sciences,1799,3,Male,82,3,1,Research Scientist,4,Married,4945.5,5531,1,No,11,3,3,1,5.0,6,4,5.0,3,0,3,101284,824.25,Mid,0.0,3–5 Years,0
39,No,Travel_Rarely,1253,Research and Development,10,1,Medical,1800,3,Male,65,3,3,Research Director,3,Single,13464.0,7914,7,No,21,4,3,0,9.0,3,3,4.0,3,2,2,101285,1346.4,Mid,0.4,3–5 Years,1
46,No,Non-Travel,849,Sales,26,2,Life Sciences,1801,2,Male,98,2,2,Sales Executive,2,Single,7991.0,25166,8,No,15,3,3,0,6.0,3,3,2.0,2,2,2,101286,1141.5714285714287,Mid,0.6666666666666666,1–3 Years,1
40,No,Travel_Rarely,616,Research and Development,2,2,Life Sciences,1802,3,Female,99,3,1,Laboratory Technician,1,Married,3377.0,25605,4,No,17,3,4,1,7.0,5,2,4.0,3,0,2,101287,422.125,Mid,0.0,3–5 Years,0
42,No,Travel_Rarely,1128,Research and Development,13,3,Medical,1803,2,Male,95,4,2,Healthcare Representative,1,Married,5538.0,5696,5,No,18,3,3,2,10.0,2,2,5.0,0,0,0,101288,503.45454545454544,Mid,0.0,3–5 Years,1
35,No,Non-Travel,1180,Research and Development,2,2,Medical,1804,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762.0,24442,2,No,14,3,3,1,15.0,6,3,5.0,7,1,7,101289,360.125,Senior,0.16666666666666666,3–5 Years,1
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1805,1,Male,100,3,1,Human Resources,2,Divorced,2592.0,7129,5,No,13,3,4,3,13.0,3,3,11.0,10,3,8,101290,185.14285714285714,Senior,0.25,5+ Years,0
34,Yes,Travel_Frequently,234,Research and Development,9,4,Life Sciences,1807,4,Male,93,3,2,Laboratory Technician,1,Married,5346.0,6208,4,No,17,3,3,1,11.0,3,2,7.0,1,0,7,101291,445.5,Senior,0.0,5+ Years,1
37,Yes,Travel_Rarely,370,Research and Development,32,4,Medical,1809,4,Male,58,3,2,Manufacturing Director,1,Single,4213.0,4992,1,No,15,3,2,0,10.0,4,1,10.0,3,0,8,101292,383.0,Mid,0.0,5+ Years,0
39,No,Travel_Frequently,766,Sales,20,3,Life Sciences,1812,3,Male,83,3,2,Sales Executive,4,Divorced,4945.5,19188,2,No,18,3,4,1,7.0,6,3,2.0,1,2,2,101293,618.1875,Mid,0.6666666666666666,1–3 Years,0
43,No,Non-Travel,343,Research and Development,9,3,Life Sciences,1813,1,Male,52,3,1,Research Scientist,3,Single,2438.0,24978,4,No,13,3,3,0,7.0,2,2,3.0,2,1,2,101294,304.75,Mid,0.25,1–3 Years,0
41,No,Travel_Rarely,447,Research and Development,5,3,Life Sciences,1814,2,Male,85,4,2,Healthcare Representative,2,Single,6870.0,15530,3,No,12,3,1,0,11.0,3,1,3.0,2,1,2,101295,572.5,Senior,0.25,1–3 Years,1
41,No,Travel_Rarely,796,Sales,4,1,Marketing,1815,3,Female,81,3,3,Sales Executive,3,Divorced,10447.0,26458,0,Yes,13,3,4,1,23.0,3,4,22.0,14,13,5,101296,435.2916666666667,Senior,0.5652173913043478,5+ Years,1
30,No,Travel_Rarely,1092,Research and Development,10,3,Medical,1816,1,Female,64,3,3,Manufacturing Director,3,Single,9667.0,2739,9,No,14,3,2,0,9.0,3,3,7.0,7,0,2,101297,966.7,Mid,0.0,5+ Years,1
26,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,1818,4,Female,69,3,1,Human Resources,2,Married,2148.0,6889,0,Yes,11,3,3,0,6.0,3,3,5.0,1,1,4,101298,306.85714285714283,Mid,0.16666666666666666,3–5 Years,0
46,Yes,Travel_Rarely,261,Research and Development,21,2,Medical,1821,4,Female,66,3,2,Healthcare Representative,2,Married,8926.0,10842,4,No,22,4,4,1,13.0,2,4,9.0,7,3,7,101299,637.5714285714286,Senior,0.3,5+ Years,1
40,No,Travel_Rarely,1194,Research and Development,1,3,Life Sciences,1822,3,Female,52,3,2,Healthcare Representative,4,Divorced,6513.0,9060,4,No,17,3,4,1,12.0,3,3,5.0,3,0,3,101300,501.0,Senior,0.0,3–5 Years,1
34,No,Travel_Rarely,810,Sales,8,2,Technical Degree,1823,2,Male,92,4,2,Sales Executive,3,Married,6799.0,22128,1,No,21,4,3,2,10.0,5,3,10.0,8,4,8,101301,618.0909090909091,Mid,0.36363636363636365,5+ Years,1
58,No,Non-Travel,350,Sales,2,3,Medical,1824,2,Male,52,3,4,Manager,2,Divorced,16291.0,22577,4,No,22,4,4,1,37.0,0,2,16.0,9,14,14,101302,428.7105263157895,Senior,0.8235294117647058,5+ Years,1
35,No,Travel_Rarely,185,Research and Development,23,4,Medical,1826,2,Male,91,1,1,Laboratory Technician,3,Married,2705.0,9696,0,No,16,3,2,1,6.0,2,4,5.0,4,0,3,101303,386.42857142857144,Mid,0.0,3–5 Years,0
